itemLabel,genderLabel,summary,new_occ
Robert J. Pruden,male,"Robert Joseph Pruden (September 9, 1949 – November 20, 1969) was a United States Army soldier and a recipient of the United States military's highest decoration—the Medal of Honor—for his actions in the Vietnam War.",military personnel
Henri de Vernejoul,male,"Operation Nordwind was launched by German ground forces on 31 December 1944 against U.S. and French ground forces in the Rhineland-Palatinate and the Alsace and Lorraine regions of southwestern Germany and northeastern France as part of the European Theatre in World War II. It ended on 25 January 1945.

",military personnel
Robert F. Fisher,male,"Robert F. Fisher, (February 18, 1879 Plymouth, Devon, England – July 20, 1969 Carlotta, California, United States) served in the California legislature and during the Spanish–American War he served in the United States Army.Fisher was born in Plymouth, Devon on February 18, 1879, and emigrated to America in 1885 with his parents, Charles Ponsford Fisher (1850–1922) and Harriet Oyns Fisher (1849–1922). The family settled in the mountains outside of San Diego, California. In 1898 Fisher enlisted in the Army during the Spanish–American War and served 13 months in the Philippines with the Third Artillery.  After the war, he returned to the Philippines and ran a lighterage company for 12 years. He met his future wife, Bess Hayne Dawson (1883–1974) in Manila; they came back to the United States to be married in August 1912. The young couple took over management of his family's newly purchased ranch near Carlotta in Humboldt County, California. Fisher was the first president of the Humboldt County Farm Bureau and an early member of the Fortuna Rotary Club. Mrs. Fisher was also active in the community and in the Humboldt County and California State Federation of Women's Clubs.Fisher ran for state Assembly in Humboldt County the first time in 1926, won the seat and retained it for the next two elections in 1928 and 1930, serving until 1932. He was a member of the Republican party.
In 1962, the couple celebrated fifty years of marriage and lived in Carlotta for the rest of their lives.In 1969, the California Assembly named Bridge 04-089 which had been built the previous year over Yager Creek in Carlotta, after Fisher. When he died, he was the last Spanish–American War veteran in Humboldt County. The Fishers are buried in Ocean View Cemetery Alcove C, Niche 1.",military personnel
Rodney J. Evans,male,"Rodney John Evans (July 17, 1948 – July 18, 1969) was a Sergeant in the United States Army's 1st battalion of the 12th Cavalry Regiment, 1st Cavalry Division. Evans was killed in action during the Vietnam War in Tây Ninh Province. He died protecting other members of his unit from a concealed land mine using his own body, for which he received the Medal of Honor.",military personnel
Michael Fleming Folland,male,"Michael Fleming Folland (April 15, 1949 – July 3, 1969) was a United States Army soldier and a recipient of the United States military's highest decoration—the Medal of Honor—for his actions in the Vietnam War.",military personnel
George Cregan,male,"George Cregan (December 11, 1885 – June 30, 1969) was a lieutenant commander in the United States Navy.  He was a recipient of both the Medal of Honor and the Navy Cross.

",military personnel
Jimmy W. Phipps,male,"Jimmy Wayne Phipps (November 1, 1950 – May 27, 1969) was a United States Marine who posthumously received the Medal of Honor for his heroic actions on May 27, 1969, in the Vietnam War.

",military personnel
Charles Clinton Fleek,male,"Charles Clinton ""Chalky"" Fleek (August 28, 1947 – May 27, 1969) was a United States Army soldier and a posthumous recipient of the United States military's highest decoration—the Medal of Honor—for his actions in the Vietnam War.",military personnel
William D. Morgan,male,"William David Morgan (September 17, 1947 – February 25, 1969) was a United States Marine Corporal who posthumously received the Medal of Honor — the United States' highest military decoration — for heroic actions during the Vietnam War.  Corporal Morgan was killed in action on February 25, 1969.",military personnel
Robert W. Hartsock,male,"Robert Willard Hartsock (January 24, 1945 – February 23, 1969) was a United States Army soldier and a recipient of the United States military's highest decoration—the Medal of Honor—for his actions in the Vietnam War.",military personnel
Lester W. Weber,male,"Lester William Weber (July 30, 1948 – February 23, 1969) was a United States Marine who posthumously received the Medal of Honor for heroism in Vietnam in February 1969.",military personnel
Thomas E. Creek,male,"Thomas Elbert Creek (April 7, 1950 – February 13, 1969) was a United States Marine who posthumously received the Medal of Honor for heroism during February 1969 in Vietnam.
During an ambush at Cam Lo District in Quang Tri Province, Creek was wounded and fell into a gully with several other Marines inside. When an enemy grenade was thrown inside, Creek threw himself onto the grenade and was killed instantly. His action saved the lives of his fellow Marines, and he was posthumously awarded the Medal of Honor in 1970 for the action.",military personnel
Hulon B. Whittington,male,"Hulon Brocke Whittington (July 9, 1921 – January 17, 1969) was a United States Army officer and a recipient of the United States military's highest decoration—the Medal of Honor—for his actions in World War II.",military personnel
"John E. Warren, Jr.",male,"John Earl Warren Jr. (November 16, 1946 – January 14, 1969) was a United States Army officer and a recipient of the U.S. military's highest decoration — the Medal of Honor — for his actions in the Vietnam War.

",military personnel
Sharon Ann Lane,female,"Sharon Ann Lane (July 7, 1943 – June 8, 1969) was a United States Army nurse and the only American servicewoman killed as a direct result of enemy fire in the Vietnam War. The Army posthumously awarded Lane the Bronze Star Medal for heroism on June 8, 1969.",nurse
Sharon Ann Lane,female,"Sharon Ann Lane (July 7, 1943 – June 8, 1969) was a United States Army nurse and the only American servicewoman killed as a direct result of enemy fire in the Vietnam War. The Army posthumously awarded Lane the Bronze Star Medal for heroism on June 8, 1969.", military personnel
William M. Jones,male,"Major William M. Jones (August 23, 1895 – 1969) was a Canadian soldier of World War I and World War II who served with distinction with the Yugoslav Partisans.
Jones was born in Bear River, Nova Scotia. His code name was ""Lawrence of Yugoslavia"" (a term also used to describe Linn Farrish). In World War I, Jones was wounded three times, losing one eye, for which he was awarded the Distinguished Conduct Medal with Bar.  During the Second World War, Major William M. Jones spent 12 months in the Yugoslav Partisan's headquarters in Bosnia. On 19 May 1943, he parachuted into Yugoslavia to become an Allied representative to Marshal Josip Broz Tito. He features in Eastern Approaches, the first memoirs of Fitzroy Maclean. Jones died in Ontario.",military personnel
Ralph Roeder,male,"Ralph Edmund LeClercq Roeder (April 7, 1890 – October 22, 1969) was an American author. He wrote the first major work in English on Mexican President, Benito Juárez.",writer
Effie Louise Power,female,"Effie Louise Power (February 12, 1873 – October 8, 1969) was a children's librarian, educator, author, and storyteller. She encouraged children's book production and evaluated children's literature. She “directly influenced the development of services to children in three major United States cities: Cleveland, St. Louis, and Pittsburgh.”: 671  Power also traveled across the U.S. lecturing students and librarians on children and youth library services. She worked to build a network of children's librarians across the country who supported each other and established high standards for all in the profession.",children's writer
